                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.161,                0.81849,                  1.012,                0.84639,                0.63153,                0.73065,                 0.4848,                 1.1345,                0.74564,                 1.0609,              0.0011178,              0.0011178,              0.0011178
                     14,                 1.1476,                0.76494,                 1.0048,                0.88914,                0.64061,                0.74001,                0.48798,                 1.1188,                 0.7537,                 1.0532,              0.0010895,              0.0010895,              0.0010895
                     15,                 1.1027,                0.75077,                0.99942,                0.66817,                0.64877,                0.70222,                0.46621,                 1.0952,                0.79233,                 1.0413,              0.0010612,              0.0010612,              0.0010612
                     16,                 1.1151,                0.73689,                0.99379,                0.79285,                0.65065,                 0.7155,                0.48253,                 1.0772,                0.78555,                 1.0287,              0.0010329,              0.0010329,              0.0010329
                     17,                 1.0928,                0.71754,                0.98952,                0.82163,                0.66818,                0.73899,                0.48818,                 1.0683,                0.75024,                 1.0218,              0.0010046,              0.0010046,              0.0010046
                     18,                 1.1112,                0.72187,                0.99698,                0.70402,                0.74895,                0.73184,                0.47734,                 1.0868,                 0.6808,                 1.0319,             0.00097629,             0.00097629,             0.00097629
                     19,                 1.0944,                0.70452,                0.99239,                0.74716,                0.77589,                0.79619,                0.51178,                 1.1315,                0.73854,                 1.0683,               0.000948,               0.000948,               0.000948
                     20,                 1.0915,                0.68775,                0.98594,                0.79615,                0.73837,                0.78503,                 0.5043,                 1.0865,                0.70089,                 1.0429,              0.0009197,              0.0009197,              0.0009197
                     21,                 1.0722,                0.69934,                0.99358,                0.85289,                0.72143,                0.79345,                0.51798,                  1.061,                0.65827,                 1.0202,             0.00089141,             0.00089141,             0.00089141
                     22,                 1.0777,                0.67332,                0.97323,                0.78414,                0.76909,                0.78716,                0.52647,                 1.0534,                0.64462,                  1.016,             0.00086312,             0.00086312,             0.00086312
                     23,                 1.0402,                0.64133,                0.97555,                0.82803,                0.70715,                0.77153,                0.50434,                 1.0931,                0.65753,                 1.0355,             0.00083482,             0.00083482,             0.00083482
                     24,                 1.0377,                0.63942,                0.97179,                0.77683,                0.72946,                0.75172,                0.50809,                  1.101,                0.65748,                 1.0475,             0.00080653,             0.00080653,             0.00080653
                     25,                 1.0696,                0.65434,                0.97319,                0.81381,                 0.7147,                0.78808,                0.52965,                 1.0736,                0.69164,                 1.0322,             0.00077823,             0.00077823,             0.00077823
                     26,                 1.0521,                 0.6343,                0.96952,                0.80981,                 0.7214,                0.77232,                0.51223,                 1.0708,                0.64815,                 1.0246,             0.00074994,             0.00074994,             0.00074994
                     27,                   1.03,                0.62823,                0.96037,                0.79222,                0.67882,                0.74287,                0.49487,                 1.0627,                0.65696,                 1.0236,             0.00072164,             0.00072164,             0.00072164
                     28,                 1.0537,                0.62865,                   0.97,                0.73069,                0.78697,                0.76423,                0.50457,                 1.0848,                0.63657,                 1.0327,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.0082,                0.60575,                0.96767,                0.82813,                0.73919,                0.77722,                0.51495,                 1.0651,                0.64118,                 1.0172,             0.00066506,             0.00066506,             0.00066506
                     30,                 1.0154,                0.60259,                0.95392,                0.76843,                0.75658,                0.78221,                 0.5168,                 1.0932,                0.63417,                  1.035,             0.00063676,             0.00063676,             0.00063676
                     31,                 1.0164,                0.59407,                0.95769,                0.81953,                0.76789,                0.81365,                0.53755,                 1.0773,                0.62212,                 1.0173,             0.00060847,             0.00060847,             0.00060847
                     32,                 1.0241,                 0.5974,                0.96402,                0.81924,                0.70653,                0.80182,                0.54644,                 1.0569,                0.61157,                 1.0145,             0.00058017,             0.00058017,             0.00058017
                     33,                0.98996,                0.57266,                0.95241,                0.74986,                 0.7861,                0.77676,                0.52076,                 1.0504,                0.62016,                 1.0149,             0.00055188,             0.00055188,             0.00055188
                     34,                0.98953,                0.56173,                0.95474,                0.84103,                0.73736,                0.78868,                0.52845,                 1.0607,                0.61384,                 1.0174,             0.00052359,             0.00052359,             0.00052359
                     35,                 1.0015,                0.57066,                0.94827,                0.86833,                0.75756,                0.82505,                 0.5487,                  1.053,                  0.603,                 1.0194,             0.00049529,             0.00049529,             0.00049529
                     36,                0.97516,                0.56385,                0.94439,                0.83604,                0.77131,                0.80929,                0.53402,                 1.0594,                0.60309,                 1.0288,               0.000467,               0.000467,               0.000467
                     37,                0.97466,                 0.5473,                0.95082,                0.77853,                0.74385,                0.75839,                0.50819,                   1.05,                0.61324,                  1.021,              0.0004387,              0.0004387,              0.0004387
                     38,                0.95605,                0.54418,                0.94815,                0.81168,                0.73124,                 0.7795,                0.50991,                  1.077,                0.60476,                 1.0357,             0.00041041,             0.00041041,             0.00041041
                     39,                0.95969,                0.54268,                0.95002,                0.73084,                0.79532,                0.78098,                0.52898,                 1.0588,                0.60364,                 1.0279,             0.00038211,             0.00038211,             0.00038211
                     40,                 0.9666,                0.53506,                0.93774,                0.89731,                0.73166,                0.81466,                0.55491,                 1.0602,                0.58505,                 1.0193,             0.00035382,             0.00035382,             0.00035382
                     41,                0.93466,                0.52556,                0.92994,                0.86269,                0.74836,                0.82539,                0.55526,                 1.0535,                0.58514,                 1.0102,             0.00032553,             0.00032553,             0.00032553
                     42,                0.93613,                0.50633,                0.92413,                0.84159,                0.74765,                0.80032,                0.53507,                 1.0505,                0.58046,                 1.0082,             0.00029723,             0.00029723,             0.00029723
                     43,                0.93395,                0.49871,                0.92054,                0.86464,                0.71769,                0.79345,                0.52178,                  1.044,                0.59355,                 1.0148,             0.00026894,             0.00026894,             0.00026894
                     44,                0.92953,                0.49001,                0.92118,                0.85065,                0.74301,                0.81767,                0.55555,                  1.026,                0.56234,                  1.016,             0.00024064,             0.00024064,             0.00024064
                     45,                0.92533,                0.48363,                0.92278,                0.87242,                0.68888,                 0.7952,                0.52997,                 1.0626,                0.58657,                  1.028,             0.00021235,             0.00021235,             0.00021235
                     46,                0.90821,                 0.4713,                 0.9216,                0.88999,                0.75245,                0.82975,                 0.5558,                 1.0267,                0.57546,                 1.0123,             0.00018406,             0.00018406,             0.00018406
                     47,                0.88832,                0.46038,                0.91663,                0.83832,                0.81302,                0.83426,                0.55504,                 1.0506,                0.57545,                 1.0245,             0.00015576,             0.00015576,             0.00015576
                     48,                0.89716,                0.46453,                0.90898,                0.82842,                0.77061,                0.80777,                 0.5405,                 1.0551,                 0.5718,                 1.0251,             0.00012747,             0.00012747,             0.00012747
                     49,                0.88546,                0.46071,                 0.9149,                0.83468,                0.74042,                0.79269,                0.53508,                 1.0506,                0.57431,                 1.0226,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.88645,                0.45566,                0.91256,                0.81634,                0.76987,                0.80784,                0.54259,                 1.0438,                0.56806,                 1.0185,             7.0878e-05,             7.0878e-05,             7.0878e-05
